Time (s),Main Avg Current (mA),Main Avg Voltage (V)
2.0000,0.016,2.9975
2.0020,0.008,2.9975
2.0040,0.016,2.9975
2.0060,0.01,2.9985
2.0080,0.018,2.9975
2.0100,0.016,2.9975
2.0120,0.01,2.9975
2.0140,0.008,2.9975
2.0160,0.01,2.997
2.0180,0.018,2.9975
2.0200,0.008,2.9985
2.0220,0.016,2.9975
2.0240,0.008,2.9975
2.0260,0.012,2.9975
2.0280,0.008,2.9975
2.0300,0.01,2.9975
2.0320,0.016,2.9975
2.0340,0.018,2.9975
2.0360,0.012,2.9975
2.0380,0.01,2.9985
2.0400,0.016,2.9975
2.0420,0.01,2.9985
2.0440,0.012,2.997
2.0460,0.008,2.9975
2.0480,0.016,2.9975
2.0500,0.012,2.9975
2.0520,0.004,2.9985
2.0540,0.012,2.9975
2.0560,0.01,2.997
2.0580,0.012,2.9975
2.0600,0.008,2.9975
2.0620,0.214,2.9985
2.0640,0.01,2.997
2.0660,0.02,2.999
2.0680,0.012,2.9985
2.0700,0.016,2.9975
2.0720,0.01,2.9975
2.0740,0.016,2.9975
2.0760,0.016,2.9975
2.0780,0.004,2.9985
2.0800,0.01,2.997
2.0820,0.018,2.9985
2.0840,0.01,2.9975
2.0860,0.018,2.9975
2.0880,0.004,2.997
2.0900,0.008,2.997
2.0920,0.016,2.997
2.0940,0.018,2.9975
2.0960,0.012,2.9975
2.0980,0.016,2.9985
2.1000,0.016,2.9975
2.1020,0.01,2.9985
2.1040,0.008,2.9975
2.1060,0.008,2.9975
2.1080,0.008,2.9975
2.1100,0.008,2.9975
2.1120,0.012,2.9975
2.1140,0.012,2.9975
2.1160,0.016,2.9975
2.1180,0.01,2.997
2.1200,0.02,2.997
2.1220,0.01,2.9985
2.1240,0.012,2.9975
2.1260,0.02,2.997
2.1280,0.008,2.9975
2.1300,0.016,2.9985
2.1320,0.01,2.9975
2.1340,0.016,2.9975
2.1360,0.008,2.9975
2.1380,0.016,2.9975
2.1400,0.004,2.997
2.1420,0.016,2.9985
2.1440,0.012,2.9975
2.1460,0.016,2.9985
2.1480,0.012,2.997
2.1500,0.016,2.997
2.1520,0.012,2.9975
2.1540,0.01,2.9975
2.1560,0.01,2.9975
2.1580,0.008,2.9985
2.1600,0.012,2.9975
2.1620,0.008,2.9975
2.1640,0.012,2.9975
2.1660,0.012,2.997
2.1680,0.018,2.9975
2.1700,0.018,2.9975
2.1720,0.008,2.9985
2.1740,0.018,2.9985
2.1760,0.01,2.9985
2.1780,0.012,2.9975
2.1800,0.008,2.9985
2.1820,0.016,2.9975
2.1840,0.008,2.997
2.1860,0.01,2.9985
2.1880,0.01,2.9975
2.1900,0.016,2.9975
2.1920,0.018,2.9975
2.1940,0.012,2.9975
2.1960,0.02,2.9975
2.1980,0.012,2.9975
2.2000,0.008,2.9975
2.2020,0.21,2.997
2.2040,0.01,2.999
2.2060,0.016,2.9975
2.2080,0.008,2.9975
2.2100,0.012,2.9985
2.2120,0.012,2.9985
2.2140,0.01,2.9975
2.2160,0.012,2.997
2.2180,0.01,2.9975
2.2200,0.012,2.9985
2.2220,0.012,2.9975
2.2240,0.01,2.9985
2.2260,0.01,2.9975
2.2280,0.018,2.9975
2.2300,0.01,2.9975
2.2320,0.018,2.9985
2.2340,0.004,2.9975
2.2360,0.012,2.9975
2.2380,0.012,2.9975
2.2400,0.008,2.9975
2.2420,0.012,2.9975
2.2440,0.01,2.9975
2.2460,0.01,2.9975
2.2480,0.01,2.9975
2.2500,0.01,2.9975
2.2520,0.008,2.9975
2.2540,0.002,2.9975
2.2560,0.01,2.9975
2.2580,0.016,2.9985
2.2600,0.016,2.9975
2.2620,0.016,2.9975
2.2640,0.01,2.997
2.2660,0.018,2.9985
2.2680,0.012,2.9975
2.2700,0.008,2.9975
2.2720,0.212,2.997
2.2740,0.01,2.997
2.2760,0.012,2.9975
2.2780,0.01,2.9975
2.2800,0.01,2.9975
2.2820,0.012,2.9975
2.2840,0.012,2.997
2.2860,0.016,2.9975
2.2880,0.012,2.9985
2.2900,0.016,2.9975
2.2920,0.02,2.9975
2.2940,0.008,2.997
2.2960,0.004,2.9975
2.2980,0.016,2.9975
2.3000,0.018,2.9975
2.3020,0.01,2.9975
2.3040,0.01,2.9985
2.3060,0.01,2.9975
2.3080,0.018,2.9975
2.3100,0.008,2.9975
2.3120,0,2.9975
2.3140,0.012,2.9985
2.3160,0.01,2.9975
2.3180,0.01,2.9975
2.3200,0.02,2.9975
2.3220,0.01,2.9975
2.3240,0.016,2.997
2.3260,0.012,2.9975
2.3280,0.018,2.9985
2.3300,0.01,2.9985
2.3320,0.012,2.997
2.3340,0.018,2.9975
2.3360,0.008,2.9985
2.3380,0.004,2.9975
2.3400,0.002,2.9975
2.3420,0.21,2.9975
2.3440,0.008,2.997
2.3460,0.008,2.997
2.3480,0.01,2.9985
2.3500,0.012,2.9975
2.3520,0.012,2.9975
2.3540,0.004,2.9975
2.3560,0.012,2.9985
2.3580,0.016,2.9985
2.3600,0,2.9975
2.3620,0.016,2.9975
2.3640,0.016,2.9985
2.3660,0.016,2.9975
2.3680,0.008,2.9985
2.3700,0.016,2.9985
2.3720,0.004,2.9985
2.3740,0.024,2.9985
2.3760,0.01,2.9975
2.3780,0.012,2.9975
2.3800,0.012,2.9985
2.3820,0.01,2.9975
2.3840,0.016,2.9985
2.3860,0.018,2.9975
2.3880,0.012,2.9975
2.3900,0.008,2.997
2.3920,0.012,2.9975
2.3940,0.018,2.9975
2.3960,0.01,2.997
2.3980,0.016,2.9975
2.4000,0.01,2.9975
2.4020,0.008,2.9975
2.4040,0.012,2.9975
2.4060,0.012,2.9975
2.4080,0.012,2.9975
2.4100,0.012,2.9975
2.4120,0.012,2.9975
2.4140,0.008,2.9975
2.4160,0.004,2.9975
2.4180,0.012,2.9985
2.4200,0.018,2.9985
2.4220,0.01,2.9975
2.4240,0.01,2.9975
2.4260,0.01,2.9975
2.4280,0.01,2.9985
2.4300,0.018,2.9975
2.4320,0.016,2.997
2.4340,0.01,2.9975
2.4360,0.01,2.9985
2.4380,0.018,2.9975
2.4400,0.02,2.9975
2.4420,0.016,2.9975
2.4440,0.016,2.9975
2.4460,0.012,2.9985
2.4480,0.018,2.9975
2.4500,0.012,2.9975
2.4520,0.008,2.9975
2.4540,0.01,2.9975
2.4560,0.008,2.9975
2.4580,0.016,2.9975
2.4600,0.016,2.9975
2.4620,0.012,2.9975
2.4640,0.008,2.9975
2.4660,0.01,2.9985
2.4680,0.016,2.9985
2.4700,0.01,2.9975
2.4720,0.012,2.9975
2.4740,0.008,2.9975
2.4760,0.008,2.9975
2.4780,0.01,2.9975
2.4800,0.012,2.9975
2.4820,0.016,2.9975
2.4840,0.01,2.9975
2.4860,0.008,2.997
2.4880,0.01,2.9975
2.4900,0.012,2.997
2.4920,0.016,2.997
2.4940,0.016,2.9975
2.4960,0.012,2.9985
2.4980,0.018,2.9975
2.5000,0.016,2.9985
2.5020,0.01,2.9975
2.5040,0.01,2.9975
2.5060,0.002,2.9975
2.5080,0.01,2.9975
2.5100,0.016,2.9985
2.5120,0.008,2.9985
2.5140,0.008,2.9985
2.5160,0.01,2.9985
2.5180,0.016,2.9975
2.5200,0.02,2.9975
2.5220,0.01,2.9985
2.5240,0.01,2.9975
2.5260,0.008,2.9975
2.5280,0.016,2.9975
2.5300,0.016,2.997
2.5320,0.016,2.9975
2.5340,0.016,2.9975
2.5360,0.008,2.9975
2.5380,0.012,2.9975
2.5400,0.008,2.997
2.5420,0.01,2.9975
2.5440,0.01,2.9975
2.5460,0.012,2.9975
2.5480,0.004,2.9985
2.5500,0.01,2.997
2.5520,0.01,2.9975
2.5540,0.012,2.9975
2.5560,0.01,2.997
2.5580,0.01,2.9975
2.5600,0.016,2.9975
2.5620,0.012,2.9975
2.5640,0.01,2.9985
2.5660,0.012,2.9975
2.5680,0.01,2.9985
2.5700,0.004,2.9975
2.5720,0.016,2.9975
2.5740,0.01,2.9975
2.5760,0.19,2.9975
2.5780,8.106,2.996
2.5800,0.01,2.997
2.5820,0.01,2.997
2.5840,0.01,2.9975
2.5860,0.01,2.9985
2.5880,0.018,2.9985
2.5900,0.008,2.9975
2.5920,0.01,2.9975
2.5940,0.012,2.9975
2.5960,0.012,2.9985
2.5980,0.012,2.9975
2.6000,0.012,2.9975
2.6020,0.01,2.9975
2.6040,0.016,2.9985
2.6060,0.016,2.9985
2.6080,0.01,2.9975
2.6100,0.012,2.9975
2.6120,0.01,2.9975
2.6140,0.01,2.9975
2.6160,0.02,2.9985
2.6180,0.01,2.997
2.6200,0.008,2.9975
2.6220,0.012,2.9975
2.6240,0.002,2.997
2.6260,0.012,2.9975
2.6280,0.012,2.9975
2.6300,0.01,2.997
2.6320,0.004,2.9985
2.6340,0.01,2.9975
2.6360,0.01,2.9975
2.6380,0.012,2.9975
2.6400,0.004,2.9975
2.6420,0.008,2.9975
2.6440,0.016,2.9975
2.6460,0.008,2.9975
2.6480,0.012,2.9975
2.6500,0.016,2.9975
2.6520,0.018,2.9985
2.6540,0.012,2.9985
2.6560,0.012,2.997
2.6580,0.012,2.9985
2.6600,0.02,2.9975
2.6620,0.018,2.997
2.6640,0.008,2.9975
2.6660,0.01,2.9975
2.6680,0.188,2.9975
2.6700,0.01,2.9985
2.6720,0.004,2.997
2.6740,0.016,2.9985
2.6760,0.01,2.9985
2.6780,0.004,2.9975
2.6800,0.02,2.9985
2.6820,0.018,2.9975
2.6840,0.01,2.9975
2.6860,0.016,2.997
2.6880,0.01,2.9975
2.6900,0.01,2.997
2.6920,0.012,2.9985
2.6940,0.012,2.9975
2.6960,0.03,2.9985
2.6980,0.012,2.9975
2.7000,0.012,2.9975
2.7020,0.012,2.9975
2.7040,0.018,2.997
2.7060,0.016,2.9975
2.7080,0.012,2.9975
2.7100,0.016,2.9975
2.7120,0.012,2.9975
2.7140,0.02,2.9975
2.7160,0.012,2.9975
2.7180,0.01,2.9975
2.7200,0.012,2.997
2.7220,0.008,2.9975
2.7240,0.008,2.9975
2.7260,0.01,2.9985
2.7280,0.016,2.9975
2.7300,0.008,2.9975
2.7320,0.024,2.9975
2.7340,0.01,2.9975
2.7360,0.016,2.9975
2.7380,0.212,2.997
2.7400,0.01,2.9975
2.7420,0.01,2.9975
2.7440,0.02,2.9975
2.7460,0.008,2.9975
2.7480,0.018,2.9975
2.7500,0.02,2.9985
2.7520,0.012,2.9975
2.7540,0.016,2.9985
2.7560,0.012,2.9975
2.7580,0.012,2.9985
2.7600,0.02,2.9975
2.7620,0.01,2.9975
2.7640,0.012,2.9975
2.7660,0.01,2.9985
2.7680,0.02,2.9975
2.7700,0.016,2.9975
2.7720,0.008,2.997
2.7740,0.008,2.9975
2.7760,0.02,2.9985
2.7780,0.01,2.9975
2.7800,0.016,2.9985
2.7820,0.01,2.9975
2.7840,0.016,2.997
2.7860,0.016,2.997
2.7880,0.012,2.9975
2.7900,0.01,2.9985
2.7920,0.01,2.9975
2.7940,0.01,2.9985
2.7960,0.01,2.9985
2.7980,0.012,2.9975
2.8000,0.01,2.9975
2.8020,0.01,2.9975
2.8040,0.018,2.997
2.8060,0.004,2.9975
2.8080,0.21,2.9975
2.8100,0.016,2.9975
2.8120,0.01,2.9975
2.8140,0.018,2.9975
2.8160,0.01,2.9975
2.8180,0.01,2.9985
2.8200,0.012,2.9975
2.8220,0.024,2.9975
2.8240,0.008,2.997
2.8260,0.008,2.9975
2.8280,0.004,2.9975
2.8300,0.01,2.9975
2.8320,0.01,2.9975
2.8340,0.012,2.9975
2.8360,0.008,2.9975
2.8380,0.01,2.9975
2.8400,0.012,2.9975
2.8420,0.01,2.9985
2.8440,0.01,2.9975
2.8460,0.012,2.9975
2.8480,0.012,2.9975
2.8500,0.01,2.9985
2.8520,0.016,2.9975
2.8540,0.012,2.9985
2.8560,0.01,2.997
2.8580,0.012,2.997
2.8600,0.012,2.9975
2.8620,0.004,2.9975
2.8640,0.016,2.997
2.8660,0.012,2.9975
2.8680,0.004,2.9975
2.8700,0.01,2.9975
2.8720,0.008,2.997
2.8740,0.004,2.9975
2.8760,0.02,2.9975
2.8780,0.01,2.9975
2.8800,0.01,2.9975
2.8820,0.01,2.9975
2.8840,0.01,2.9975
2.8860,0.01,2.9985
2.8880,0.004,2.9975
2.8900,0.004,2.997
2.8920,0.016,2.9985
2.8940,0.024,2.9975
2.8960,0.008,2.9975
2.8980,0.01,2.9975
2.9000,0.01,2.9975
2.9020,0.004,2.9975
2.9040,0.002,2.9975
2.9060,0.004,2.9975
2.9080,0.01,2.9985
2.9100,0.008,2.9975
2.9120,0.012,2.9975
2.9140,0.008,2.9975
2.9160,0.004,2.9975
2.9180,0.012,2.997
2.9200,0.008,2.997
2.9220,0.008,2.9975
2.9240,0.008,2.9975
2.9260,0.008,2.9975
2.9280,0.008,2.9975
2.9300,0.01,2.9975
2.9320,0.008,2.9985
2.9340,0.004,2.997
2.9360,0.004,2.997
2.9380,0.01,2.9975
2.9400,0.004,2.9975
2.9420,0.01,2.9975
2.9440,0.004,2.9975
2.9460,0.012,2.997
2.9480,0.016,2.9975
2.9500,0.004,2.9985
2.9520,0.016,2.9975
2.9540,0.004,2.9975
2.9560,0.004,2.9975
2.9580,0.024,2.9975
2.9600,0.004,2.9985
2.9620,0.016,2.9975
2.9640,0.01,2.9975
2.9660,0.012,2.997
2.9680,0.018,2.9985
2.9700,0.01,2.9975
2.9720,0.01,2.9975
2.9740,0.016,2.9985
2.9760,0.01,2.9985
2.9780,0.008,2.9975
2.9800,0.012,2.9975
2.9820,0.012,2.9985
2.9840,0.016,2.9975
2.9860,0.004,2.9975
2.9880,0.01,2.9975
2.9900,0.012,2.9975
2.9920,0.01,2.9975
2.9940,0.016,2.9975
2.9960,0.008,2.9975
2.9980,0.012,2.9975
3.0000,0.008,2.997
3.0020,0.008,2.9975
3.0040,0.01,2.9975
3.0060,0.002,2.9985
3.0080,0.01,2.9975
3.0100,0.016,2.9975
3.0120,0.004,2.9975
3.0140,0.01,2.9975
3.0160,0.01,2.9975
3.0180,0.008,2.9975
3.0200,0.01,2.9985
3.0220,0.01,2.9975
3.0240,0.004,2.9975
3.0260,0.016,2.9985
3.0280,0.01,2.9975
3.0300,0.004,2.9975
3.0320,0.01,2.9985
3.0340,0.012,2.997
3.0360,0.008,2.9975
3.0380,0.012,2.9975
3.0400,0.016,2.9975
3.0420,0.01,2.9985
3.0440,0.016,2.9975
3.0460,0.016,2.9975
3.0480,0.01,2.9985
3.0500,0.012,2.9975
3.0520,0.01,2.9975
3.0540,0.01,2.9975
3.0560,0.008,2.9985
3.0580,0.008,2.9975
3.0600,0.01,2.9975
3.0620,0.008,2.9975
3.0640,0.04,2.9975
3.0660,0.008,2.997
3.0680,0.01,2.9975
3.0700,0.004,2.997
3.0720,0.012,2.9975
3.0740,0.008,2.9985
3.0760,0.002,2.9975
3.0780,0.004,2.9975
3.0800,0.012,2.9975
3.0820,0.016,2.9975
3.0840,0.01,2.997
3.0860,0.008,2.9985
3.0880,0.01,2.997
3.0900,0.01,2.9975
3.0920,0.002,2.9975
3.0940,0.008,2.9985
3.0960,0.012,2.9975
3.0980,0.008,2.997
3.1000,0.01,2.9975
3.1020,0.01,2.9975
3.1040,0.012,2.997
3.1060,0.012,2.9975
3.1080,0.008,2.9975
3.1100,0.008,2.9975
3.1120,0.004,2.9985
3.1140,0.016,2.9975
3.1160,0.012,2.9975
3.1180,0.01,2.9975
3.1200,0.01,2.9975
3.1220,0.008,2.9975
3.1240,0.012,2.997
3.1260,0.008,2.9975
3.1280,0.016,2.9975
3.1300,0.002,2.9985
3.1320,0.012,2.9975
3.1340,0.012,2.9975
3.1360,0.008,2.9975
3.1380,0.016,2.9975
3.1400,0.01,2.9975
3.1420,0.004,2.9975
3.1440,0.004,2.9975
3.1460,0.004,2.997
3.1480,0.008,2.9975
3.1500,0.008,2.9975
3.1520,0.008,2.997
3.1540,0.01,2.9975
3.1560,0.012,2.9975
3.1580,0.002,2.9975
3.1600,0.01,2.9975
3.1620,0.008,2.9975
3.1640,0.008,2.9975
3.1660,0.004,2.9975
3.1680,0.01,2.9975
3.1700,0.012,2.9975
3.1720,0.01,2.9985
3.1740,0.01,2.997
3.1760,0.012,2.9975
3.1780,0.016,2.997
3.1800,0.01,2.9975
3.1820,0.008,2.9975
3.1840,0.012,2.9975
3.1860,0.008,2.9975
3.1880,0.008,2.9975
3.1900,0.01,2.9975
3.1920,0.002,2.9975
3.1940,0.002,2.9985
3.1960,0.008,2.9975
3.1980,0.016,2.9975
3.2000,0.012,2.9975
3.2020,0.008,2.9975
3.2040,0.008,2.9975
3.2060,0.012,2.9985
3.2080,0.008,2.9985
3.2100,0.008,2.9975
3.2120,0.008,2.997
3.2140,0.01,2.9985
3.2160,0.01,2.9975
3.2180,0.016,2.997
3.2200,0.002,2.9975
3.2220,0.01,2.9975
3.2240,0.008,2.9975
3.2260,0.01,2.9985
3.2280,0.01,2.9975
3.2300,0.008,2.9975
3.2320,0.01,2.997
3.2340,0.008,2.9975
3.2360,0.008,2.9985
3.2380,0.012,2.9975
3.2400,0.012,2.9975
3.2420,0.01,2.9975
3.2440,0.008,2.9975
3.2460,0.01,2.9975
3.2480,0.008,2.9975
3.2500,0.008,2.9975
3.2520,0.01,2.997
3.2540,0.01,2.9975
3.2560,0.01,2.997
3.2580,0.004,2.9975
3.2600,0.016,2.9975
3.2620,0.016,2.9975
3.2640,0.01,2.9985
3.2660,0.012,2.9975
3.2680,0.01,2.9975
3.2700,0.008,2.9975
3.2720,0.004,2.999
3.2740,0.016,2.9965
3.2760,0.008,2.9975
3.2780,0.01,2.9975
3.2800,0.008,2.997
3.2820,0.008,2.9975
3.2840,0.012,2.9975
3.2860,0.008,2.9985
3.2880,0.01,2.9985
3.2900,0.008,2.9985
3.2920,0.004,2.9975
3.2940,0.004,2.9975
3.2960,0.004,2.9975
3.2980,0.004,2.9985
3.3000,0.01,2.9975
3.3020,0.012,2.9975
3.3040,0.008,2.9975
3.3060,0.012,2.9975
3.3080,0.008,2.997
3.3100,0.008,2.9975
3.3120,0.002,2.9985
3.3140,0.008,2.9965
3.3160,0.012,2.997
3.3180,0.004,2.997
3.3200,0.002,2.9975
3.3220,0.004,2.9975
3.3240,0.01,2.9975
3.3260,0.01,2.9975
3.3280,0.008,2.997
3.3300,0.012,2.997
3.3320,0.004,2.9985
3.3340,0.004,2.9975
3.3360,0.01,2.997
3.3380,0.01,2.997
3.3400,0.018,2.9975
3.3420,0.01,2.9975
3.3440,0.004,2.9975
3.3460,0.004,2.997
3.3480,0.016,2.9975
3.3500,0.012,2.9985
3.3520,0.01,2.997
3.3540,0.01,2.9975
3.3560,0.008,2.9975
3.3580,0.01,2.9975
3.3600,0.01,2.9975
3.3620,0.008,2.997
3.3640,0.008,2.9975
3.3660,0.012,2.9985
3.3680,0.01,2.9975
3.3700,0.008,2.9975
3.3720,0.008,2.997
3.3740,0.012,2.9975
3.3760,0.01,2.9975
3.3780,0.016,2.9985
3.3800,0.016,2.9975
3.3820,0.01,2.9985
3.3840,0.004,2.9975
3.3860,0.01,2.9975
3.3880,0.016,2.9975
3.3900,0.002,2.997
3.3920,0.008,2.9975
3.3940,0.018,2.9975
3.3960,0.016,2.9975
3.3980,0.01,2.9975
3.4000,0.004,2.9975
3.4020,0.012,2.9975
3.4040,0.008,2.9975
3.4060,0.01,2.997
3.4080,0.016,2.9975
3.4100,0.016,2.9975
3.4120,0.016,2.9985
3.4140,0.008,2.9985
3.4160,0.01,2.9975
3.4180,0.012,2.997
3.4200,0.008,2.9985
3.4220,0.01,2.9975
3.4240,0.004,2.9975
3.4260,0.01,2.9975
3.4280,0.008,2.9975
3.4300,0.01,2.9975
3.4320,0.008,2.9975
3.4340,0.012,2.9985
3.4360,0.01,2.9985
3.4380,0.004,2.9975
3.4400,0.01,2.9985
3.4420,0.01,2.9975
3.4440,0.004,2.9975
3.4460,0.008,2.9975
3.4480,0.004,2.997
3.4500,0.01,2.9975
3.4520,0.012,2.9985
3.4540,0.008,2.9975
3.4560,0.01,2.9975
3.4580,0.01,2.9985
3.4600,0.198,2.9975
3.4620,0.004,2.9975
3.4640,0.008,2.997
3.4660,0.018,2.9975
3.4680,0.016,2.9975
3.4700,0.012,2.9985
3.4720,0.012,2.9975
3.4740,0.008,2.9975
3.4760,0.01,2.9975
3.4780,0.01,2.9985
3.4800,0.016,2.9975
3.4820,0.012,2.9975
3.4840,0.01,2.9975
3.4860,0.01,2.997
3.4880,0.008,2.9985
3.4900,0.012,2.9975
3.4920,0.016,2.9975
3.4940,0.016,2.9975
3.4960,0.008,2.9975
3.4980,0.012,2.9975
3.5000,0.004,2.9985
3.5020,0.016,2.9985
3.5040,0.008,2.9975
3.5060,0.008,2.9965
3.5080,0.01,2.9975
3.5100,0.002,2.9975
3.5120,0.012,2.9975
3.5140,0.01,2.997
3.5160,0.008,2.997
3.5180,0.01,2.9975
3.5200,0,2.9975
3.5220,0.018,2.9975
3.5240,0.012,2.9975
3.5260,0.01,2.9985
3.5280,0.008,2.9975
3.5300,0.008,2.997
3.5320,0.01,2.9975
3.5340,0.012,2.9975
3.5360,0.01,2.9975
3.5380,0.008,2.997
3.5400,0,2.997
3.5420,0.01,2.9975
3.5440,0.008,2.9985
3.5460,0.008,2.9975
3.5480,0.01,2.997
3.5500,0.004,2.9975
3.5520,0.01,2.9975
3.5540,0.008,2.9975
3.5560,0.01,2.9985
3.5580,0,2.9985
3.5600,0.008,2.9985
3.5620,0.002,2.9975
3.5640,0.008,2.9975
3.5660,0.004,2.997
3.5680,0.016,2.997
3.5700,0.01,2.9975
3.5720,0.012,2.9985
3.5740,0.016,2.9975
3.5760,0.01,2.9985
3.5780,0.19,2.9975
3.5800,2.152,2.997
3.5820,0.856,2.9975
3.5840,0.012,2.9975
3.5860,0.008,2.9975
3.5880,0.01,2.9975
3.5900,0.004,2.9975
3.5920,0.01,2.9975
3.5940,0.004,2.9975
3.5960,0.012,2.999
3.5980,0,2.9975
3.6000,0.008,2.9975
3.6020,0.014,2.997
3.6040,0.008,2.9975
3.6060,0.012,2.9975
3.6080,0.012,2.9985
3.6100,0.008,2.9975
3.6120,0.012,2.9975
3.6140,0.014,2.9975
3.6160,0.012,2.997
3.6180,0.008,2.9975
3.6200,0.004,2.997
3.6220,0.008,2.997
3.6240,0.004,2.9975
3.6260,0.006,2.9975
3.6280,0.012,2.9975
3.6300,0.004,2.9975
3.6320,0.008,2.9975
3.6340,0.008,2.9975
3.6360,0.014,2.9975
3.6380,-0.002,2.9975
3.6400,0.012,2.9975
3.6420,0.006,2.9975
3.6440,0.008,2.9985
3.6460,0.014,2.9975
3.6480,0.014,2.9985
3.6500,0.008,2.9975
3.6520,0.006,2.9975
3.6540,0.006,2.997
3.6560,0.008,2.997
3.6580,0.008,2.9985
3.6600,0.006,2.9975
3.6620,0.006,2.9975
3.6640,0.006,2.9975
3.6660,0.008,2.9975
3.6680,0.008,2.9975
3.6700,0.006,2.9985
3.6720,0.006,2.997
3.6740,0.004,2.997
3.6760,0.006,2.9975
3.6780,0.006,2.9975
3.6800,0.008,2.997
3.6820,0.012,2.9975
3.6840,0.006,2.9985
3.6860,0.014,2.9975
3.6880,0.008,2.9975
3.6900,0.006,2.9985
3.6920,0.012,2.9975
3.6940,0.004,2.9985
3.6960,0.008,2.9975
3.6980,-0.002,2.997
3.7000,0.012,2.9975
3.7020,0.006,2.9975
3.7040,0.008,2.997
3.7060,0.008,2.9985
3.7080,-0.002,2.9975
3.7100,0.008,2.9975
3.7120,0.006,2.9975
3.7140,0.012,2.9975
3.7160,0.008,2.9975
3.7180,0.012,2.9975
3.7200,0.008,2.9985
3.7220,0.008,2.9975
3.7240,0.014,2.9975
3.7260,0.012,2.997
3.7280,0.012,2.9975
3.7300,0.012,2.9975
3.7320,0.008,2.9975
3.7340,0.012,2.9975
3.7360,0.014,2.9975
3.7380,0.014,2.9975
3.7400,0.006,2.9975
3.7420,0.008,2.9985
3.7440,0.008,2.9975
3.7460,0.006,2.9975
3.7480,0.012,2.9975
3.7500,0.016,2.9975
3.7520,0.008,2.9975
3.7540,0.004,2.9975
3.7560,0.012,2.9975
3.7580,0.008,2.9975
3.7600,0.004,2.9975
3.7620,0.008,2.9975
3.7640,0.004,2.997
3.7660,0.006,2.9975
3.7680,-0.002,2.9975
3.7700,0.008,2.9975
3.7720,0.006,2.9975
3.7740,0.014,2.9985
3.7760,0.006,2.9975
3.7780,0.012,2.9985
3.7800,0.006,2.9975
3.7820,0,2.997
3.7840,0.008,2.9985
3.7860,0.012,2.9975
3.7880,0.006,2.9985
3.7900,0.006,2.997
3.7920,0.008,2.9985
3.7940,0.004,2.9975
3.7960,0.006,2.9975
3.7980,0.008,2.9985
3.8000,0.008,2.9975
3.8020,0.012,2.9975
3.8040,0.004,2.9975
3.8060,0.004,2.9975
3.8080,0.012,2.9985
3.8100,0.012,2.9975
3.8120,0.012,2.997
3.8140,0.008,2.9975
3.8160,0.006,2.9975
3.8180,0.008,2.9975
3.8200,0,2.9975
3.8220,0.008,2.9975
3.8240,0.006,2.9975
3.8260,0.012,2.9975
3.8280,0.004,2.9975
3.8300,0.008,2.9985
3.8320,0.008,2.9975
3.8340,0.008,2.9975
3.8360,0.008,2.9975
3.8380,0.012,2.9975
3.8400,0.004,2.9975
3.8420,0.008,2.997
3.8440,0.004,2.997
3.8460,0.012,2.9975
3.8480,0.008,2.9975
3.8500,0.006,2.9985
3.8520,0.008,2.9975
3.8540,0.014,2.9975
3.8560,0.008,2.9975
3.8580,0.014,2.9975
3.8600,0.014,2.9975
3.8620,0.008,2.9975
3.8640,0.006,2.9975
3.8660,0.008,2.9975
3.8680,0.012,2.997
3.8700,0.012,2.9985
3.8720,0.008,2.9985
3.8740,0.014,2.9975
3.8760,0.004,2.9985
3.8780,0.012,2.9975
3.8800,0.012,2.997
3.8820,0.004,2.997
3.8840,0.014,2.9975
3.8860,0.008,2.9975
3.8880,0.006,2.9975
3.8900,0.006,2.9985
3.8920,0.016,2.9975
3.8940,0.004,2.9985
3.8960,0,2.9975
3.8980,0.008,2.9975
3.9000,0.004,2.9975
3.9020,0.004,2.997
3.9040,0.008,2.9975
3.9060,0.012,2.9975
3.9080,0.012,2.9985
3.9100,0.008,2.9975
3.9120,0.008,2.9975
3.9140,0.008,2.9975
3.9160,0.008,2.9975
3.9180,0.012,2.9975
3.9200,0.014,2.9985
3.9220,0.012,2.9975
3.9240,0.012,2.9975
3.9260,0.006,2.9985
3.9280,0.008,2.9975
3.9300,0.004,2.9975
3.9320,0.006,2.9975
3.9340,0,2.9975
3.9360,0.008,2.997
3.9380,0.008,2.9985
3.9400,0.008,2.9975
3.9420,0.008,2.9975
3.9440,0.006,2.9975
3.9460,0.008,2.997
3.9480,0,2.9975
3.9500,0.006,2.9975
3.9520,0.006,2.9975
3.9540,0.014,2.9975
3.9560,0.008,2.9975
3.9580,0.008,2.9975
3.9600,0.004,2.9975
3.9620,0.012,2.9975
3.9640,0.012,2.9985
3.9660,0.006,2.9975
3.9680,0.008,2.9975
3.9700,0.006,2.9975
3.9720,0.004,2.9975
3.9740,0.006,2.9975
3.9760,0.008,2.9975
3.9780,0.006,2.9975
3.9800,0.004,2.9985
3.9820,0.008,2.9975
3.9840,0.008,2.9985
3.9860,0.012,2.9975
3.9880,0.006,2.9975
3.9900,0.008,2.9975
3.9920,0.006,2.9975
3.9940,0.008,2.9975
3.9960,0.012,2.9975
3.9980,0.012,2.9985
4.0000,0.012,2.9975
4.0020,0.008,2.9985
4.0040,0.008,2.9975
4.0060,0.006,2.9985
4.0080,0.006,2.9975
4.0100,0.008,2.997
4.0120,0.006,2.9975
4.0140,0.012,2.9985
4.0160,0.006,2.997
